id,lastpage,startdate,datestamp,randnumber,case1a1,case1a2,case1a3,case1a4,case1a5,case1a6,case1a7,case1a8,case1a9,case1b1,case1b2,case1b3,case1b4,case1b5,case1b6,case1b7,case1b8,case1b9,case1c1,case1c2,case1c3,case1c4,case1c5,case1c6,case1c7,case1c8,case1c9,case1d1,case1d2,case1d3,case1d4,case1d5,case1d6,case1d7,case1d8,case1d9,case2a1,case2a2,case2a3,case2a4,case2a5,case2a6,case2a7,case2a8,case2a9,case2a10,case2a11,case2a12,case2a13,case2a14,case2a15,case2b1,case2b2,case2b3,case2b4,case2b5,case2b6,case2b7,case2b8,case2b9,case2b10,case2b11,case2b12,case2b13,case2b14,case2b15,kontrolle1,kontrolle2b,wuerde,mitbewohner,wohnraum,alter,geschlecht,einkommen,bildung,bundesland,politik,abschluss
174,14,2026-03-20 10:01:05,2026-03-20 10:01:25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,44,2026-03-20 10:01:14,2026-03-20 10:02:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,35,2026-03-20 10:01:38,2026-03-20 10:01:51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,34,2026-03-20 10:01:41,2026-03-20 10:02:01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2,2026-03-20 10:02:00,2026-03-20 10:02:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,89,2026-03-20 10:02:41,2026-03-20 10:06:18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,4.0,180.0,39.0,3.0,3000.0,5.0,1.0,7.0,
180,89,2026-03-20 10:02:46,2026-03-20 10:07:59,3,,,,,,,,,,,,,,,,,,,-100.0,-75.0,-60.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,1.0,68.0,54.0,3.0,5000.0,7.0,1.0,5.0,
181,79,2026-03-20 10:02:47,2026-03-20 10:23:51,3,,,,,,,,,,,,,,,,,,,-2.0,-1.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
182,89,2026-03-20 10:03:50,2026-03-20 10:09:24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,60.0,2.0,130.0,63.0,1.0,3000.0,5.0,2.0,3.0,
183,89,2026-03-20 10:03:52,2026-03-20 10:08:09,3,,,,,,,,,,,,,,,,,,,-100.0,-80.0,-50.0,-20.0,0.0,10.0,12.0,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,4.0,120.0,41.0,3.0,4200.0,7.0,10.0,5.0,
184,89,2026-03-20 10:03:56,2026-03-20 10:12:47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,7.0,1.0,60.0,1.0,63.0,58.0,1.0,2400.0,5.0,5.0,3.0,
185,89,2026-03-20 10:05:11,2026-03-20 10:08:37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,25.0,4.0,95.0,44.0,3.0,2500.0,5.0,14.0,4.0,
186,79,2026-03-20 10:05:24,2026-03-20 10:09:26,3,,,,,,,,,,,,,,,,,,,-100.0,-59.0,-35.0,-15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
187,79,2026-03-20 10:05:29,2026-03-20 10:07:37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,45.0,55.0,55.0,45.0,55.0,100.0,65.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
188,89,2026-03-20 10:05:41,2026-03-20 10:13:43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,1.0,35.0,2.0,78.0,29.0,1.0,1800.0,8.0,10.0,3.0,
189,89,2026-03-20 10:05:42,2026-03-20 10:10:36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-50.0,-10.0,-5.0,1.0,1.0,1.0,-5.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,3.0,136.0,60.0,1.0,4500.0,5.0,10.0,3.0,
190,77,2026-03-20 10:06:06,2026-03-20 10:06:51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
191,89,2026-03-20 10:06:53,2026-03-20 10:13:08,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,116.0,56.0,3.0,5000.0,8.0,10.0,4.0,
192,89,2026-03-20 10:07:22,2026-03-20 10:11:32,1,50.0,50.0,30.0,20.0,0.0,20.0,40.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,104.0,49.0,1.0,1300.0,3.0,2.0,4.0,
193,4,2026-03-20 10:09:10,2026-03-20 10:09:22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,89,2026-03-20 10:10:24,2026-03-20 10:19:42,2,,,,,,,,,,-8.0,-6.0,-4.0,-2.0,0.0,2.0,40.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,80.0,60.0,3.0,0.0,5.0,1.0,4.0,
195,89,2026-03-20 10:12:25,2026-03-20 10:41:05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25.0,25.0,0.0,0.0,25.0,50.0,75.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,2.0,145.0,66.0,3.0,5000.0,5.0,10.0,3.0,
196,89,2026-03-20 10:13:45,2026-03-20 10:21:15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,30.0,1.0,30.0,67.0,1.0,1200.0,4.0,1.0,3.0,
197,2,2026-03-20 10:15:04,2026-03-20 10:15:04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,4,2026-03-20 10:15:33,2026-03-20 12:48:23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,89,2026-03-20 10:16:33,2026-03-20 10:25:10,2,,,,,,,,,,-10.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,48.0,64.0,1.0,1300.0,5.0,13.0,4.0,
200,24,2026-03-20 10:16:44,2026-03-20 10:17:47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,89,2026-03-20 10:18:15,2026-03-20 10:24:39,3,,,,,,,,,,,,,,,,,,,9.0,8.0,9.0,5.0,9.0,0.0,0.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,70.0,2.0,120.0,61.0,1.0,0.0,5.0,11.0,4.0,
202,89,2026-03-20 10:19:23,2026-03-20 10:25:17,2,,,,,,,,,,-100.0,-80.0,-80.0,-15.0,100.0,0.0,0.0,0.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,145.0,46.0,3.0,3500.0,5.0,11.0,3.0,
203,89,2026-03-20 10:19:29,2026-03-20 10:28:31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,60.0,39.0,3.0,1200.0,4.0,7.0,5.0,
204,79,2026-03-20 10:19:50,2026-03-20 10:25:15,3,,,,,,,,,,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
205,35,2026-03-20 10:20:02,2026-03-20 10:20:27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,89,2026-03-20 10:21:15,2026-03-20 10:26:02,3,,,,,,,,,,,,,,,,,,,100.0,25.0,50.0,80.0,100.0,0.0,0.0,150.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,75.0,51.0,3.0,2600.0,5.0,10.0,2.0,
207,89,2026-03-20 10:21:27,2026-03-20 10:34:01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,45.0,1.0,49.0,48.0,3.0,3050.0,8.0,9.0,5.0,
208,89,2026-03-20 10:21:36,2026-03-20 10:27:51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,-3.0,-2.0,3.0,-1.0,-2.0,-1.0,-5.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,120.0,2.0,120.0,28.0,3.0,2800.0,8.0,7.0,5.0,
209,79,2026-03-20 10:22:29,2026-03-20 10:28:20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,7.0,0.0,,,,,,,,,,
210,14,2026-03-20 10:24:25,2026-03-20 10:25:11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,89,2026-03-20 10:26:04,2026-03-20 10:31:27,2,,,,,,,,,,-100.0,-90.0,-50.0,-10.0,0.0,-10.0,-1.0,-50.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,190.0,59.0,1.0,600.0,8.0,2.0,2.0,
212,2,2026-03-20 10:26:53,2026-03-20 10:26:53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,89,2026-03-20 10:26:55,2026-03-20 10:30:13,1,0.0,20.0,40.0,60.0,80.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,65.0,1.0,58.0,34.0,1.0,2500.0,5.0,10.0,4.0,
214,79,2026-03-20 10:27:59,2026-03-20 10:30:01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
215,60,2026-03-20 10:28:12,2026-03-20 10:28:35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,89,2026-03-20 10:28:24,2026-03-20 10:33:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,65.0,1.0,63.0,54.0,3.0,2100.0,6.0,10.0,4.0,
217,24,2026-03-20 10:29:21,2026-03-20 10:29:44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,44,2026-03-20 10:31:01,2026-03-20 10:31:10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,5,2026-03-20 10:31:49,2026-03-20 10:32:40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,89,2026-03-20 10:33:26,2026-03-20 10:40:20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,60.0,1.0,35.0,63.0,1.0,1000.0,3.0,7.0,4.0,
221,5,2026-03-20 10:35:14,2026-03-20 10:35:26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,89,2026-03-20 10:35:27,2026-03-20 10:41:45,2,,,,,,,,,,-8.0,-6.0,-4.0,-2.0,0.0,2.0,4.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,1.0,55.0,58.0,1.0,0.0,3.0,9.0,4.0,
223,77,2026-03-20 10:36:23,2026-03-20 10:37:40,1,20.0,20.0,40.0,20.0,80.0,20.0,20.0,40.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
224,79,2026-03-20 10:36:40,2026-03-20 10:39:31,1,60.0,40.0,60.0,50.0,60.0,100.0,80.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
225,77,2026-03-20 10:39:52,2026-03-20 10:40:51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,
226,89,2026-03-20 10:42:11,2026-03-20 10:50:25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,90.0,30.0,1.0,2000.0,7.0,2.0,4.0,
227,89,2026-03-20 10:42:45,2026-03-20 10:47:17,3,,,,,,,,,,,,,,,,,,,-100.0,-50.0,-4.0,-5.0,0.0,1.0,2.0,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,100.0,37.0,3.0,3002.0,8.0,10.0,3.0,
228,79,2026-03-20 10:47:12,2026-03-20 10:50:47,2,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
229,14,2026-03-20 10:48:45,2026-03-20 10:50:02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,44,2026-03-20 10:49:10,2026-03-20 10:49:51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,79,2026-03-20 10:49:34,2026-03-20 10:52:23,2,,,,,,,,,,-99.0,-100.0,-100.0,-30.0,100.0,20.0,0.0,0.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
232,77,2026-03-20 10:49:47,2026-03-20 10:51:09,2,,,,,,,,,,2526.0,2552.0,27272.0,2662.0,1727.0,2526.0,5262.0,182.0,1626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
233,89,2026-03-20 10:49:52,2026-03-20 10:55:00,1,-10.0,-8.0,-5.0,-2.0,0.0,2.0,4.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,55.0,25.0,3.0,3000.0,5.0,4.0,2.0,
234,77,2026-03-20 10:50:04,2026-03-20 10:51:05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,,,,,,,,,,,
235,25,2026-03-20 10:52:59,2026-03-20 10:53:53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,89,2026-03-20 10:53:54,2026-03-20 11:03:19,3,,,,,,,,,,,,,,,,,,,0.0,-60.0,-40.0,-20.0,0.0,0.0,40.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,59.0,27.0,1.0,2350.0,5.0,9.0,2.0,
237,89,2026-03-20 10:53:54,2026-03-20 10:57:26,1,-50.0,50.0,50.0,-5.0,0.0,75.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,1.0,62.0,57.0,3.0,3300.0,6.0,2.0,4.0,
238,79,2026-03-20 10:54:25,2026-03-20 10:59:34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,8.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
239,5,2026-03-20 10:55:07,2026-03-20 10:55:30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,5,2026-03-20 10:55:27,2026-03-20 10:59:04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,89,2026-03-20 10:55:47,2026-03-20 12:37:37,1,-10.0,-5.0,-3.0,-2.0,0.0,2.0,5.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,35.0,2.0,120.0,44.0,3.0,2500.0,7.0,5.0,3.0,
242,89,2026-03-20 10:56:50,2026-03-20 11:04:53,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,30.0,1.0,29.0,36.0,3.0,950.0,4.0,13.0,4.0,
243,79,2026-03-20 10:57:52,2026-03-20 11:01:01,2,,,,,,,,,,0.0,25.0,50.0,80.0,100.0,90.0,126.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
244,89,2026-03-20 11:00:45,2026-03-20 11:03:56,3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,70.0,34.0,1.0,0.0,3.0,2.0,6.0,
245,2,2026-03-20 11:01:01,2026-03-20 11:01:02,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,79,2026-03-20 11:01:31,2026-03-20 11:05:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,7.0,0.0,,,,,,,,,,
247,89,2026-03-20 11:03:12,2026-03-20 11:07:28,1,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,52.0,61.0,3.0,0.0,5.0,10.0,1.0,
248,89,2026-03-20 11:03:26,2026-03-20 11:12:24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,50.0,54.0,1.0,500.0,3.0,15.0,4.0,
249,89,2026-03-20 11:03:56,2026-03-20 11:09:48,3,,,,,,,,,,,,,,,,,,,-10.0,-6.0,-5.0,-2.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,86.0,64.0,3.0,2700.0,6.0,2.0,3.0,
250,89,2026-03-20 11:04:44,2026-03-20 11:56:16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,25.0,2.0,50.0,49.0,3.0,3700.0,8.0,6.0,4.0,
251,89,2026-03-20 11:06:33,2026-03-20 11:08:58,3,,,,,,,,,,,,,,,,,,,0.0,34.0,34.0,30.0,40.0,40.0,40.0,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,35.0,1.0,32.0,33.0,3.0,600.0,5.0,3.0,2.0,
252,89,2026-03-20 11:07:23,2026-03-20 11:12:52,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,3.0,100.0,58.0,3.0,4500.0,7.0,2.0,5.0,
253,89,2026-03-20 11:07:27,2026-03-20 11:11:36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,78.0,29.0,1.0,2100.0,7.0,7.0,5.0,
254,89,2026-03-20 11:08:19,2026-03-20 11:59:01,3,,,,,,,,,,,,,,,,,,,-100.0,-6.0,-4.0,-2.0,0.0,2.0,4.0,50.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,200.0,64.0,1.0,4000.0,8.0,6.0,3.0,
255,89,2026-03-20 11:10:30,2026-03-20 11:20:10,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,3.0,150.0,69.0,3.0,2500.0,5.0,9.0,3.0,
256,33,2026-03-20 11:11:06,2026-03-20 11:15:57,3,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,60.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,77,2026-03-20 11:11:45,2026-03-20 11:13:21,3,,,,,,,,,,,,,,,,,,,70.0,70.0,40.0,3.0,9.0,70.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
258,79,2026-03-20 11:13:36,2026-03-20 11:17:09,3,,,,,,,,,,,,,,,,,,,100.0,100.0,56.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
259,89,2026-03-20 11:19:27,2026-03-20 11:30:35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,45.0,2.0,84.0,58.0,3.0,2640.0,5.0,1.0,5.0,
260,79,2026-03-20 11:21:51,2026-03-20 11:33:28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
261,89,2026-03-20 11:22:45,2026-03-20 11:27:46,1,-5.0,-3.0,-4.0,-1.0,0.0,4.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,2.0,55.0,27.0,1.0,4500.0,7.0,2.0,4.0,
